#{"t_start": 1748654011.4573238, "env_id": "None"}
r,l,t
-50.0,1,5990.332904
-50.0,1,5992.043273
-32.0,1,5992.04333
-50.0,1,5993.172458
-50.0,1,5993.172515
-50.0,1,5994.296753
-50.0,1,5994.29681
-50.0,1,5996.351263
-50.0,1,5997.4783
-44.0,2,5997.478365
-50.0,1,5999.159283
-32.0,1,5999.159342
-32.0,1,6000.891025
-50.0,1,6000.891083
-50.0,1,6002.821135
-50.0,1,6003.830577
-44.0,2,6003.830633
-50.0,1,6005.009887
-50.0,1,6005.009945
-50.0,1,6006.907695
-35.0,1,6006.907752
-32.0,1,6009.118696
-50.0,1,6009.118759
-50.0,1,6010.20422
-50.0,1,6010.204282
-50.0,1,6012.389447
-44.0,2,6013.575681
-50.0,1,6013.57574
-50.0,1,6015.25872
-32.0,1,6015.258817
-50.0,1,6017.032177
-38.0,2,6018.123827
-50.0,1,6018.123885
-35.0,1,6019.743382
-50.0,1,6019.743438
-50.0,1,6020.871235
-50.0,1,6020.871292
-50.0,1,6022.070662
-50.0,1,6022.070721
-50.0,1,6023.236851
-50.0,1,6023.23692
-50.0,1,6024.400565
-50.0,1,6024.400616
-35.0,1,6027.517174
-50.0,1,6029.649806
-35.0,2,6029.649878
-50.0,1,6031.486419
-50.0,1,6031.486478
-35.0,1,6033.913981
-50.0,1,6033.914044
-50.0,1,6035.128633
-50.0,1,6035.128756
-35.0,1,6039.144039
-35.0,1,6039.144149
-50.0,1,6041.13924
-50.0,1,6042.250009
-38.0,2,6042.250067
-50.0,1,6044.2272
-44.0,2,6045.80206
-32.0,1,6045.802117
-50.0,1,6046.905704
-50.0,1,6046.905766
-44.0,2,6050.434792
-35.0,2,6050.434849
-32.0,1,6052.158259
-50.0,1,6052.158317
-50.0,1,6055.425568
-50.0,1,6056.745752
-50.0,2,6056.745809
-50.0,1,6058.939252
-44.0,2,6060.64035
-32.0,1,6060.640408
-50.0,1,6061.808437
-50.0,1,6061.808494
-50.0,1,6063.722569
-2.0,2,6065.435411
-50.0,1,6065.435469
-50.0,1,6068.051065
-47.0,2,6069.328
-50.0,1,6069.32812
-32.0,1,6072.408046
-50.0,1,6073.556794
-44.0,2,6073.556861
-50.0,1,6074.76669
-50.0,1,6074.766746
-50.0,1,6076.650298
-50.0,1,6078.378758
-2.0,2,6078.378815
-50.0,1,6080.898435
-44.0,2,6082.942392
-32.0,1,6082.942449
-29.0,1,6085.025491
-50.0,1,6085.025554
-50.0,1,6086.785077
-32.0,1,6086.785133
-50.0,1,6088.058586
-50.0,1,6088.058647
-50.0,1,6090.374062
-50.0,1,6090.374169
-50.0,1,6093.045329
-32.0,1,6093.045433
-50.0,1,6095.663885
-50.0,1,6095.663944
-50.0,1,6097.742559
-50.0,1,6097.742614
-50.0,1,6099.546495
-32.0,1,6099.546552
-50.0,1,6101.442163
-2.0,2,6103.01289
-50.0,1,6103.012956
-50.0,1,6104.716374
-50.0,1,6105.727462
-35.0,2,6105.727521
-44.0,2,6109.48619
5.0,2,6109.486246
-29.0,1,6111.681086
-50.0,1,6112.950315
-5.0,2,6112.950372
-25.0,1,6115.440543
-44.0,2,6117.656636
-32.0,1,6117.656766
-32.0,1,6121.28313
-50.0,1,6121.283243
-50.0,1,6124.661717
-44.0,2,6126.661553
-50.0,1,6126.661674
-50.0,1,6129.756772
-32.0,1,6131.433902
-47.0,2,6131.433962
-50.0,1,6133.159581
-32.0,1,6133.159646
-50.0,1,6134.893003
-38.0,2,6136.003499
-50.0,1,6136.003555
-32.0,1,6137.759143
-50.0,1,6137.759198
-50.0,1,6138.899976
-50.0,1,6138.900032
-50.0,1,6140.01965
-50.0,1,6140.019711
-50.0,1,6141.163164
-50.0,1,6141.163226
-32.0,1,6143.909969
-50.0,1,6143.910088
-50.0,1,6146.364497
-50.0,1,6146.364555
-50.0,1,6149.976331
-44.0,2,6152.367462
-44.0,2,6154.1531
-38.0,2,6156.480927
-44.0,2,6158.334727
-32.0,1,6160.148186
-38.0,2,6160.148246
-50.0,1,6161.342614
-50.0,1,6161.34267
-50.0,1,6163.192695
-32.0,1,6164.925075
-38.0,2,6164.925133
-50.0,1,6166.860735
-29.0,1,6168.508948
-35.0,2,6168.509004
-50.0,1,6170.157351
-29.0,1,6170.157406
-50.0,1,6171.239893
-50.0,1,6171.23995
-50.0,1,6174.007019
-50.0,1,6175.108906
-50.0,2,6175.108963
-50.0,1,6176.1997
-50.0,1,6176.199758
-50.0,1,6177.286926
-50.0,1,6177.286983
-32.0,1,6179.099036
-50.0,1,6179.0991
-50.0,1,6181.138415
-50.0,1,6181.138472
-50.0,1,6182.255921
-50.0,1,6182.255988
-50.0,1,6183.926745
-32.0,1,6183.926798
-50.0,1,6185.051685
-50.0,1,6185.051743
-32.0,1,6188.436502
-50.0,1,6189.660082
-50.0,2,6189.660141
-50.0,1,6192.839676
-50.0,1,6194.012958
-50.0,2,6194.013018
-50.0,1,6195.155263
-50.0,1,6195.15532
-32.0,1,6196.906996
-50.0,1,6196.907055
-50.0,1,6198.599383
-32.0,1,6198.599442
-32.0,1,6200.373789
-50.0,1,6200.373857
-50.0,1,6201.541051
-50.0,1,6201.541154
-50.0,1,6203.320546
-32.0,1,6203.320606
-50.0,1,6204.624842
-50.0,1,6204.624905
-50.0,1,6207.088256
-44.0,2,6208.356902
-50.0,1,6208.356963
-50.0,1,6210.637987
-41.0,2,6212.42123
-32.0,1,6212.421289
-32.0,1,6214.210515
-50.0,1,6214.210584
-50.0,1,6215.36635
-50.0,1,6215.36641
-50.0,1,6218.42705
-50.0,2,6219.629021
-50.0,1,6219.629081
-50.0,1,6220.835586
-50.0,1,6220.835643
-32.0,1,6222.589564
-50.0,1,6222.589632
-50.0,1,6224.318071
-29.0,1,6224.318134
-50.0,1,6225.451308
-50.0,1,6225.451364
-50.0,1,6227.150817
-32.0,1,6227.150875
-50.0,1,6228.274099
-50.0,1,6228.274156
-50.0,1,6229.38199
-50.0,1,6229.382051
-32.0,1,6232.088905
-50.0,1,6232.089011
-50.0,1,6234.947184
-29.0,1,6234.947295
-35.0,1,6238.162903
-50.0,1,6238.162987
-32.0,1,6241.774508
-32.0,1,6241.77462
-50.0,1,6244.625693
-29.0,1,6244.625807
-50.0,1,6246.309253
-50.0,1,6246.309313
-50.0,1,6247.406668
-50.0,1,6247.406726
-32.0,1,6249.226858
-50.0,1,6249.226916
-50.0,1,6250.408264
-50.0,1,6250.408333
-50.0,1,6251.578549
-50.0,1,6251.578604
-32.0,1,6253.264522
-50.0,1,6253.264583
-50.0,1,6254.569691
-50.0,1,6254.569798
-29.0,1,6256.863496
-50.0,1,6256.863561
-50.0,1,6257.980297
-50.0,1,6257.980354
-32.0,1,6259.751678
-50.0,1,6259.751735
-50.0,1,6262.880166
-32.0,1,6265.861628
-50.0,2,6265.861741
-50.0,1,6268.768405
-32.0,1,6268.768508
-35.0,1,6272.139803
-50.0,1,6272.139899
-50.0,1,6274.69077
-50.0,1,6274.690875
-50.0,1,6275.888465
-50.0,1,6275.888526
-50.0,1,6277.702653
-32.0,1,6277.702709
-50.0,1,6279.408069
-50.0,1,6279.408195
-32.0,1,6282.790733
-50.0,1,6282.790847
-29.0,1,6287.676166
-50.0,1,6289.23978
-44.0,2,6289.239896
-29.0,1,6291.129037
-50.0,1,6291.129094
-50.0,1,6293.286887
-50.0,1,6294.321583
-41.0,2,6294.321644
-35.0,1,6296.830916
-44.0,2,6297.891041
-50.0,1,6297.8911
-50.0,1,6299.71665
-32.0,1,6299.716712
-32.0,1,6301.425483
-50.0,1,6301.42555
-50.0,1,6302.537709
-50.0,1,6302.537761
-32.0,1,6304.805624
-50.0,1,6305.915345
-38.0,2,6305.915405
-50.0,1,6307.734038
-32.0,1,6307.734095
-50.0,1,6308.809269
-50.0,1,6308.809328
-50.0,1,6309.884504
-50.0,1,6309.884562
-32.0,1,6311.483365
-50.0,1,6311.483422
-50.0,1,6312.551393
-50.0,1,6312.551447
-32.0,1,6314.820203
-50.0,1,6315.89158
-38.0,2,6315.891639
-50.0,1,6318.643189
-50.0,2,6319.822073
-50.0,1,6319.822144
-50.0,1,6322.56125
-32.0,1,6322.561342
-50.0,1,6324.238299
-50.0,1,6324.238355
-50.0,1,6325.930979
-29.0,1,6325.931038
-50.0,1,6327.024785
-50.0,1,6327.024881
-50.0,1,6328.659206
-32.0,1,6328.659272
-32.0,1,6330.347721
-50.0,1,6330.347779
-50.0,1,6331.492282
-50.0,1,6331.492338
-50.0,1,6333.482843
-44.0,2,6334.581776
-50.0,1,6334.581832
-50.0,1,6336.265754
-32.0,1,6336.265814
-50.0,1,6337.401413
-50.0,1,6337.401481
-50.0,1,6339.081239
-32.0,1,6339.081297
-50.0,1,6340.200342
-50.0,1,6340.2004
-50.0,1,6341.34279
-50.0,1,6341.342847
-50.0,1,6343.091136
-32.0,1,6343.091197
-50.0,1,6345.009557
-38.0,2,6346.183022
-50.0,1,6346.183079
-32.0,1,6347.955785
-50.0,1,6347.955854
-50.0,1,6350.063246
-50.0,1,6351.25413
-44.0,2,6351.254189
-50.0,1,6352.464604
-50.0,1,6352.464662
-50.0,1,6353.634271
-50.0,1,6353.634328
-50.0,1,6355.4873
-50.0,1,6357.151991
-2.0,2,6357.152048
-50.0,1,6358.859143
-32.0,1,6358.859201
-50.0,1,6360.046059
-50.0,1,6360.046125
-50.0,1,6362.128672
-35.0,1,6362.12873
-32.0,1,6363.834351
-50.0,1,6363.834407
-50.0,1,6364.965558
-50.0,1,6364.965615
-50.0,1,6366.823841
-2.0,2,6368.490065
-50.0,1,6368.490127
-50.0,1,6369.649813
-50.0,1,6369.649876
-32.0,1,6371.371024
-50.0,1,6371.371082
-50.0,1,6372.540175
-50.0,1,6372.540239
-50.0,1,6373.715795
-50.0,1,6373.715855
-32.0,1,6375.52593
-50.0,1,6375.525991
-50.0,1,6377.334938
-32.0,1,6379.130633
-38.0,2,6379.130826
-50.0,1,6380.362663
-50.0,1,6380.36272
-50.0,1,6381.577939
-50.0,1,6381.577988
-32.0,1,6384.339184
-38.0,1,6384.339239
-50.0,1,6385.475196
-50.0,1,6385.475254
-50.0,1,6387.223687
-32.0,1,6387.223748
-50.0,1,6388.382345
-50.0,1,6388.382401
-50.0,1,6390.179321
-32.0,1,6390.179377
-50.0,1,6391.319007
-50.0,1,6391.319067
-50.0,1,6392.485508
-50.0,1,6392.485565
-50.0,1,6393.638334
-50.0,1,6393.638398
-50.0,1,6394.811701
-50.0,1,6394.811758
-38.0,2,6398.589783
-44.0,2,6398.589882
-47.0,2,6404.249561
-10.0,2,6404.24962
-50.0,1,6405.401127
-50.0,1,6405.401189
-32.0,1,6408.174458
-44.0,2,6409.334685
-50.0,1,6409.334743
-50.0,1,6411.03071
-32.0,1,6411.03077
-32.0,1,6412.816702
-50.0,1,6412.81677
-50.0,1,6414.647218
-32.0,1,6414.647286
-32.0,1,6416.527463
-50.0,1,6416.527522
-50.0,1,6417.731354
-50.0,1,6417.731411
-32.0,1,6421.052026
-50.0,2,6422.104759
-50.0,1,6422.104819
-50.0,1,6423.188823
-50.0,1,6423.188883
-32.0,1,6424.822297
-50.0,1,6424.822355
-50.0,1,6426.520861
-32.0,1,6426.520919
-50.0,1,6427.606015
-50.0,1,6427.606116
-32.0,1,6430.830485
-35.0,1,6430.830567
-50.0,1,6432.189125
-50.0,1,6432.189185
-50.0,1,6433.267478
-50.0,1,6433.267534
-50.0,1,6435.407088
-44.0,2,6437.04334
-32.0,1,6437.043401
-50.0,1,6438.17206
-50.0,1,6438.172122
-50.0,1,6439.350286
-50.0,1,6439.350341
-50.0,1,6440.516062
-50.0,1,6440.516121
-50.0,1,6442.355935
-38.0,2,6443.521091
-50.0,1,6443.521148
-32.0,1,6445.955054
-32.0,1,6445.955112
-50.0,1,6447.124498
-50.0,1,6447.124557
-38.0,1,6449.279898
-50.0,1,6449.279953
-50.0,1,6450.457363
-50.0,1,6450.457428
-50.0,1,6452.821383
-44.0,2,6453.938516
-50.0,1,6453.938574
-50.0,1,6455.824953
-41.0,2,6456.999354
-50.0,1,6456.999439
-47.0,2,6463.2671
-44.0,2,6463.26721
-29.0,1,6466.55994
-50.0,1,6469.3221
-3.0,2,6469.322222
-50.0,1,6472.631808
-47.0,2,6475.340575
-8.0,2,6477.604471
-32.0,1,6477.604532
-50.0,1,6479.43856
-2.0,2,6481.206965
-50.0,1,6481.207027
-50.0,1,6483.050682
-32.0,1,6483.050764
-32.0,1,6484.92697
-50.0,1,6484.927031
-50.0,1,6486.237273
-50.0,1,6486.237393
-50.0,1,6488.929023
-47.0,2,6490.003648
-50.0,1,6490.003723
-50.0,1,6492.112614
-29.0,1,6492.112683
-50.0,1,6493.554314
-50.0,1,6493.55437
-50.0,1,6495.328937
-32.0,1,6495.328996
-50.0,1,6496.516488
-50.0,1,6496.516543
-50.0,1,6498.63643
-44.0,2,6499.737229
-50.0,1,6499.737285
-50.0,1,6500.928735
-50.0,1,6500.928793
-50.0,1,6502.700908
-32.0,1,6502.700966
-50.0,1,6504.60512
-2.0,2,6506.311723
-50.0,1,6506.311781
-50.0,1,6509.842577
-44.0,2,6511.774356
-50.0,1,6511.774437
-35.0,1,6513.623989
-50.0,1,6513.624045
-50.0,1,6515.041512
-50.0,1,6515.041576
-50.0,1,6516.265419
-50.0,1,6516.265478
-32.0,1,6519.281457
-41.0,2,6520.837802
-50.0,1,6520.837865
-50.0,1,6521.999476
-50.0,1,6521.999538
-35.0,1,6527.329952
-50.0,1,6529.971195
-44.0,2,6529.971308
-29.0,1,6531.959733
-50.0,1,6531.959789
-50.0,1,6533.195057
-50.0,1,6533.195124
-50.0,1,6535.196496
-2.0,2,6538.173638
-50.0,1,6539.27657
-44.0,2,6539.276629
-50.0,1,6540.458681
-50.0,1,6540.458739
-50.0,1,6542.665851
-38.0,1,6542.665911
-32.0,1,6544.477319
-50.0,1,6544.477376
-50.0,1,6545.706862
-50.0,1,6545.706921
-50.0,1,6546.801654
-50.0,1,6546.801712
-50.0,1,6547.868918
-50.0,1,6547.868975
-32.0,1,6549.506277
-50.0,1,6549.506336
-50.0,1,6550.758617
-50.0,1,6550.758701
-32.0,1,6553.117716
-38.0,2,6554.244968
-50.0,1,6554.24504
-38.0,1,6557.261111
-32.0,1,6557.26122
-50.0,1,6559.450483
-44.0,2,6561.840659
-50.0,1,6562.932757
-44.0,2,6562.932817
-50.0,1,6564.668597
-35.0,2,6565.794273
-50.0,1,6565.794331
-50.0,1,6567.962862
-41.0,2,6569.246951
-50.0,1,6569.247006
-50.0,1,6570.50307
-50.0,1,6570.503156
-29.0,1,6573.341286
-50.0,1,6573.341401
-50.0,1,6575.779194
-50.0,1,6575.779305
-47.0,2,6582.825283
40.0,3,6584.699553
-50.0,1,6584.699606
-32.0,1,6587.265309
-32.0,1,6587.265371
-50.0,1,6588.494827
-50.0,1,6588.494896
-50.0,1,6590.447077
-2.0,2,6592.743532
-32.0,1,6592.743592
-50.0,1,6593.941348
-50.0,1,6593.941409
-50.0,1,6595.766572
-29.0,1,6595.766632
-50.0,1,6596.985093
-50.0,1,6596.985153
-32.0,1,6600.257793
-50.0,1,6601.389993
-47.0,2,6601.390053
-50.0,1,6602.579898
-50.0,1,6602.579958
-50.0,1,6604.448924
-50.0,1,6606.140673
-2.0,2,6606.140734
-32.0,1,6609.173986
-38.0,1,6609.174043
-50.0,1,6610.357086
-50.0,1,6610.357144
-50.0,1,6611.523604
-50.0,1,6611.52371
-50.0,1,6613.585808
-44.0,2,6615.340589
-35.0,2,6616.452144
-50.0,1,6616.452203
-50.0,1,6617.552396
-50.0,1,6617.552453
-35.0,2,6621.936337
-50.0,2,6621.936395
-32.0,1,6623.545369
-50.0,1,6623.545432
-50.0,1,6625.248057
-32.0,1,6625.248116
-50.0,1,6626.380797
-50.0,1,6626.380855
-50.0,1,6627.738733
-50.0,1,6627.738847
-50.0,1,6629.853204
-32.0,1,6629.85327
-50.0,1,6631.298001
-50.0,1,6631.298059
-32.0,1,6633.042873
-50.0,1,6633.042932
-50.0,1,6634.768287
-32.0,1,6634.768363
-50.0,1,6636.336399
-50.0,1,6636.336457
-50.0,1,6638.096198
-32.0,1,6638.096257
-50.0,1,6639.411497
-50.0,1,6639.411556
-50.0,1,6640.953685
-50.0,1,6640.953748
-50.0,1,6642.937984
-32.0,1,6642.938047
-50.0,1,6644.20469
-50.0,1,6644.204758
-32.0,1,6646.674462
-50.0,1,6646.674525
-50.0,1,6647.803127
-50.0,1,6647.803226
-32.0,1,6650.180452
-38.0,2,6651.305208
-50.0,1,6651.30527
-32.0,1,6653.035365
-50.0,1,6653.035423
-50.0,1,6654.153459
-50.0,1,6654.153514
-50.0,1,6655.269415
-50.0,1,6655.269474
-32.0,1,6657.805423
-35.0,1,6657.80549
-50.0,1,6660.159498
-50.0,1,6660.159613
-29.0,1,6662.611719
-50.0,1,6663.74027
-35.0,2,6663.740327
-50.0,1,6664.864953
-50.0,1,6664.865009
-50.0,1,6666.970813
-44.0,2,6668.161515
-50.0,1,6668.161572
-50.0,1,6669.337101
-50.0,1,6669.337173
-2.0,2,6673.746854
-44.0,2,6673.746909
-32.0,1,6675.494107
-50.0,1,6675.494166
-50.0,1,6677.906708
-38.0,1,6677.906765
-50.0,1,6679.07679
-50.0,1,6679.076848
-32.0,1,6680.829127
-50.0,1,6680.829191
-50.0,1,6682.921314
-50.0,1,6684.744033
-44.0,2,6684.744146
-50.0,1,6687.150782
-50.0,1,6687.150893
-50.0,1,6690.434744
-50.0,1,6692.898381
-5.0,2,6692.898438
-35.0,1,6695.777095
-44.0,2,6696.816847
-50.0,1,6696.816907
-50.0,1,6698.473447
-41.0,2,6700.210624
-32.0,1,6700.210687
-50.0,1,6702.575124
-47.0,2,6703.795927
-50.0,1,6703.795986
-38.0,1,6706.307279
-50.0,1,6706.307336
-50.0,1,6708.093858
-50.0,1,6709.095999
-38.0,2,6709.096056
-50.0,1,6710.411527
-26.0,1,6710.411584
-50.0,1,6712.749193
-47.0,2,6714.730086
-35.0,2,6716.87625
-32.0,1,6718.487384
-44.0,2,6718.487442
-50.0,1,6719.565527
-50.0,1,6719.565583
-50.0,1,6721.193516
-32.0,1,6721.193573
-32.0,1,6722.879028
-50.0,1,6722.879088
-50.0,1,6724.007203
-50.0,1,6724.007268
-32.0,1,6726.333779
-35.0,2,6727.431487
-50.0,1,6727.431548
-50.0,1,6728.557546
-50.0,1,6728.557605
-50.0,1,6729.688615
-50.0,1,6729.688674
-50.0,1,6732.161018
-50.0,1,6732.161084
-50.0,1,6733.889241
-29.0,1,6733.8893
-50.0,1,6735.008673
-50.0,1,6735.008731
-50.0,1,6737.014551
-44.0,2,6738.04995
-50.0,1,6738.050008
-50.0,1,6739.773864
-32.0,1,6739.773921
-50.0,1,6740.894065
-50.0,1,6740.894125
-50.0,1,6742.033831
-50.0,1,6742.033889
-50.0,1,6743.198488
-50.0,1,6743.198555
-32.0,1,6744.844945
-50.0,1,6744.845005
-50.0,1,6745.965303
-50.0,1,6745.96536
-32.0,1,6747.625948
-50.0,1,6747.626017
-50.0,1,6748.748399
-50.0,1,6748.748459
-50.0,1,6749.865763
-50.0,1,6749.865819
-50.0,1,6752.384517
-50.0,1,6754.878091
-44.0,2,6754.878163
-50.0,1,6756.473017
-50.0,1,6756.47308
-50.0,1,6758.582631
-50.0,1,6759.691097
-44.0,2,6759.691155
-50.0,1,6760.896513
-50.0,1,6760.89657
-50.0,1,6763.00271
-32.0,1,6763.00283
-50.0,1,6765.54928
-50.0,1,6765.549346
-50.0,1,6768.249842
-50.0,1,6768.249948
-50.0,1,6770.488495
-32.0,1,6770.488552
-50.0,1,6771.838457
-50.0,1,6771.838519
-50.0,1,6773.207846
-50.0,1,6773.207905
-32.0,1,6775.85102
-50.0,1,6777.097933
-38.0,2,6777.09799
-50.0,1,6778.258563
-50.0,1,6778.258631
-32.0,1,6780.587
-32.0,1,6780.587063
-50.0,1,6781.68185
-50.0,1,6781.681911
-50.0,1,6783.665985
-50.0,1,6784.717506
-44.0,2,6784.717562
-50.0,1,6785.809546
-50.0,1,6785.809607
-29.0,1,6788.353552
-50.0,1,6789.420273
-44.0,2,6789.420329
-50.0,1,6790.986269
-50.0,1,6793.055727
-10.0,2,6793.055793
-50.0,1,6794.759791
-50.0,1,6795.897319
-38.0,2,6795.897377
-32.0,1,6797.619038
-50.0,1,6797.619095
-50.0,1,6798.73822
-50.0,1,6798.73828
-32.0,1,6800.417006
-50.0,1,6800.417066
-50.0,1,6802.430212
-32.0,1,6804.053367
-44.0,2,6804.053437
-50.0,1,6805.815999
-50.0,1,6806.9424
-32.0,2,6806.942456
-32.0,1,6809.150074
-32.0,1,6809.150135
-50.0,1,6810.278333
-50.0,1,6810.27839
-50.0,1,6811.413327
-50.0,1,6811.413432
-50.0,1,6812.533991
-50.0,1,6812.534054
-50.0,1,6814.263305
-35.0,2,6815.390119
-50.0,1,6815.390179
-50.0,1,6817.111293
-38.0,2,6818.245996
-50.0,1,6818.246056
-50.0,1,6820.158462
-50.0,1,6821.862754
-2.0,2,6821.862822
-50.0,1,6823.591217
-32.0,1,6823.591277
-50.0,1,6824.71845
-50.0,1,6824.718516
-50.0,1,6826.7172
-50.0,1,6827.787539
-44.0,2,6827.7876
-50.0,1,6828.911277
-50.0,1,6828.911338
-50.0,1,6830.005019
-50.0,1,6830.005079
-50.0,1,6831.178353
-50.0,1,6831.17841
-50.0,1,6832.351261
-50.0,1,6832.351376
-50.0,1,6833.487746
-50.0,1,6833.487803
-50.0,1,6834.577052
-50.0,1,6834.577111
-32.0,1,6836.356065
-50.0,1,6836.356122
-50.0,1,6837.566067
-50.0,1,6837.566133
-50.0,1,6838.795591
-50.0,1,6838.795649
-50.0,1,6839.987702
-50.0,1,6839.987824
-50.0,1,6841.280337
-50.0,1,6841.280399
-50.0,1,6842.492072
-50.0,1,6842.49213
-50.0,1,6843.713735
-50.0,1,6843.713788
-50.0,1,6844.957098
-50.0,1,6844.957154
-50.0,1,6846.132474
-50.0,1,6846.13253
-50.0,1,6848.21001
-50.0,1,6849.282287
-44.0,2,6849.282343
-50.0,1,6850.44555
-50.0,1,6850.445616
-50.0,1,6851.670232
-50.0,1,6851.67029
-50.0,1,6852.810211
-50.0,1,6852.810271
-50.0,1,6854.534851
-35.0,2,6855.616683
-50.0,1,6855.616736
-50.0,1,6856.690189
-50.0,1,6856.690246
-50.0,1,6857.792285
-50.0,1,6857.792341
-50.0,1,6858.86023
-50.0,1,6858.860289
-50.0,1,6860.976933
-44.0,2,6861.975006
-50.0,1,6861.975063
-50.0,1,6863.815359
-35.0,1,6863.815418
-32.0,1,6865.407729
-50.0,1,6865.407793
-50.0,1,6867.013592
-32.0,1,6867.013649
-50.0,1,6868.082248
-50.0,1,6868.082304
-50.0,1,6869.162318
-50.0,1,6869.162379
-50.0,1,6870.237135
-50.0,1,6870.237198
-50.0,1,6871.372636
-50.0,1,6871.3727
-50.0,1,6873.634779
-50.0,1,6873.63487
-50.0,1,6876.072199
-50.0,1,6876.072309
-50.0,1,6879.753475
-50.0,1,6880.900633
-44.0,2,6880.900707
-29.0,1,6883.744403
-50.0,1,6883.744459
-50.0,1,6887.552022
-50.0,1,6889.763569
-44.0,2,6889.763676
-50.0,1,6891.987482
-50.0,1,6891.987599
-50.0,1,6894.43592
-50.0,1,6894.436071
-50.0,1,6896.604987
-50.0,1,6896.605052
-50.0,1,6897.792842
-50.0,1,6897.792896
-50.0,1,6899.014185
-50.0,1,6899.014251
-50.0,1,6900.279761
-50.0,1,6900.279821
-50.0,1,6901.491574
-50.0,1,6901.491632
-32.0,1,6903.37897
-50.0,1,6903.379026
-50.0,1,6904.56202
-50.0,1,6904.562078
-50.0,1,6906.64375
-50.0,1,6907.704844
-44.0,2,6907.704901
-50.0,1,6909.709999
-35.0,2,6911.66911
-50.0,1,6912.756346
-44.0,2,6912.756403
-32.0,1,6915.836292
-2.0,2,6918.722332
-50.0,1,6918.722447
-29.0,1,6922.062036
-50.0,1,6922.062145
-50.0,1,6924.986434
-29.0,1,6924.986524
-50.0,1,6927.390887
-50.0,1,6927.391011
-32.0,1,6929.930082
-50.0,1,6929.930179
-50.0,1,6932.577167
-32.0,1,6932.577293
-50.0,1,6934.97257
-50.0,1,6934.972692
-50.0,1,6936.16104
-50.0,1,6936.161097
-50.0,1,6937.824029
-29.0,1,6937.824088
-50.0,1,6938.968951
-50.0,1,6938.969028
-50.0,1,6940.205807
-50.0,1,6940.205884
-50.0,1,6941.352934
-50.0,1,6941.352999
-50.0,1,6943.065942
-38.0,2,6944.785858
-35.0,2,6946.803201
-44.0,2,6947.922959
-50.0,1,6947.923018
-32.0,1,6949.656849
-50.0,1,6949.656908
-50.0,1,6951.959435
-44.0,2,6954.291488
-44.0,2,6955.391499
-50.0,1,6955.391552
-50.0,1,6956.576126
-50.0,1,6956.576182
-50.0,1,6958.470967
-50.0,1,6960.193274
-2.0,2,6960.19333
-50.0,1,6961.970177
-32.0,1,6961.970244
-50.0,1,6963.156293
-50.0,1,6963.156349
-50.0,1,6964.351671
-50.0,1,6964.351729
-50.0,1,6965.449699
-50.0,1,6965.449759
-50.0,1,6966.575097
-50.0,1,6966.575168
-50.0,1,6968.251167
-32.0,1,6968.251225
-50.0,1,6969.367695
-50.0,1,6969.367755
-50.0,1,6970.493172
-50.0,1,6970.493228
-50.0,1,6971.652159
-50.0,1,6971.652214
-50.0,1,6972.80811
-50.0,1,6972.808168
-50.0,1,6974.530594
-32.0,1,6976.282875
-35.0,2,6976.28294
-50.0,1,6978.046951
-50.0,1,6979.137735
-38.0,2,6979.137796
-50.0,1,6981.150566
-50.0,1,6982.218668
-44.0,2,6982.21873
-50.0,1,6983.338086
-50.0,1,6983.338145
-50.0,1,6984.456066
-50.0,1,6984.456127
-29.0,1,6986.710928
-32.0,1,6986.710985
-50.0,1,6987.863335
-50.0,1,6987.863397
-50.0,1,6989.606239
-32.0,1,6989.606297
-50.0,1,6990.745664
-50.0,1,6990.745721
-50.0,1,6991.917106
-50.0,1,6991.917176
-50.0,1,6993.109871
-50.0,1,6993.10995
-50.0,1,6995.473374
-50.0,1,6995.473485
-50.0,1,6998.0598
-50.0,1,6998.059914
-35.0,1,7001.551675
-50.0,1,7001.551733
-32.0,1,7003.81396
-35.0,2,7004.96141
-50.0,1,7004.961467
-32.0,1,7007.300797
-32.0,1,7007.300857
-50.0,1,7008.423937
-50.0,1,7008.423996
-50.0,1,7010.470818
-44.0,2,7011.614849
-50.0,1,7011.61492
-50.0,1,7013.322854
-29.0,1,7014.996398
-38.0,2,7014.996465
-50.0,1,7017.003556
-35.0,1,7017.003612
-50.0,1,7018.108484
-50.0,1,7018.108557
-50.0,1,7019.204845
-50.0,1,7019.204902
-50.0,1,7020.371581
-50.0,1,7020.371643
-50.0,1,7021.566657
-50.0,1,7021.566721
-32.0,1,7024.037186
-2.0,2,7025.75527
-50.0,1,7025.75533
-32.0,1,7027.559505
-50.0,1,7027.55957
-50.0,1,7028.748408
-50.0,1,7028.748468
-50.0,1,7029.939209
-50.0,1,7029.939269
-50.0,1,7031.153131
-50.0,1,7031.153189
-50.0,1,7033.068932
-32.0,1,7033.068993
-50.0,1,7034.266792
-50.0,1,7034.266849
-50.0,1,7036.131809
-50.0,1,7037.804052
-2.0,2,7037.804109
-50.0,2,7042.970144
-2.0,2,7042.970204
-50.0,1,7044.123537
-50.0,1,7044.123592
-35.0,2,7048.664695
-50.0,2,7048.664762
-50.0,1,7050.427866
-38.0,2,7052.259742
-50.0,1,7053.896735
-2.0,2,7053.896793
-50.0,1,7055.755527
-50.0,1,7057.485791
-2.0,2,7057.485849
-50.0,1,7059.626604
-50.0,1,7060.780298
-44.0,2,7060.780359
-50.0,1,7061.975167
